locus_tag	ftype	length_bp	gene	EC_number	COG	product
CDNALJOL_02039	gene	3246	mdtC_1			
CDNALJOL_02039	CDS	3246	mdtC_1		COG0841	Multidrug resistance protein MdtC
CDNALJOL_02040	gene	636				
CDNALJOL_02040	CDS	636				hypothetical protein
CDNALJOL_02041	gene	603				
CDNALJOL_02041	CDS	603				hypothetical protein
CDNALJOL_02042	gene	312				
CDNALJOL_02042	CDS	312				hypothetical protein
CDNALJOL_02043	gene	1320	arsB			
CDNALJOL_02043	CDS	1320	arsB		COG1055	Arsenical pump membrane protein
CDNALJOL_02044	gene	810	arsC			
CDNALJOL_02044	CDS	810	arsC	1.20.4.4		Arsenate reductase
CDNALJOL_02045	gene	507				
CDNALJOL_02045	CDS	507				hypothetical protein
CDNALJOL_02046	gene	666				
CDNALJOL_02046	CDS	666				hypothetical protein
CDNALJOL_02047	gene	1818				
CDNALJOL_02047	CDS	1818				hypothetical protein
CDNALJOL_02048	gene	321				
CDNALJOL_02048	CDS	321				hypothetical protein
CDNALJOL_02049	gene	879	efeU			
CDNALJOL_02049	CDS	879	efeU		COG0672	Ferrous iron permease EfeU
CDNALJOL_02050	gene	1440				
CDNALJOL_02050	CDS	1440		3.1.-.-	COG1236	Ribonuclease
CDNALJOL_02051	gene	2703	aas			
CDNALJOL_02051	CDS	2703	aas	6.2.1.20		Bifunctional protein Aas
CDNALJOL_02052	gene	630				
CDNALJOL_02052	CDS	630				hypothetical protein
CDNALJOL_02053	gene	510	nsrR_2			
CDNALJOL_02053	CDS	510	nsrR_2			HTH-type transcriptional repressor NsrR
CDNALJOL_02054	gene	624	hmp			
CDNALJOL_02054	CDS	624	hmp	1.14.12.17		Flavohemoprotein
CDNALJOL_02055	gene	363				
CDNALJOL_02055	CDS	363				hypothetical protein
CDNALJOL_02056	gene	195				
CDNALJOL_02056	CDS	195				hypothetical protein
CDNALJOL_02057	gene	402	vhb			
CDNALJOL_02057	CDS	402	vhb			Bacterial hemoglobin
CDNALJOL_02058	gene	921	algC			
CDNALJOL_02058	CDS	921	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
CDNALJOL_02059	gene	486	glmM_3			
CDNALJOL_02059	CDS	486	glmM_3			Phosphoglucosamine mutase
CDNALJOL_02060	gene	1476	algA			
CDNALJOL_02060	CDS	1476	algA		COG0662	Alginate biosynthesis protein AlgA
CDNALJOL_02061	gene	273				
CDNALJOL_02061	CDS	273				hypothetical protein
CDNALJOL_02062	gene	687				
CDNALJOL_02062	CDS	687				hypothetical protein
CDNALJOL_02063	gene	750				
CDNALJOL_02063	CDS	750				hypothetical protein
CDNALJOL_02064	gene	963	era			
CDNALJOL_02064	CDS	963	era		COG1159	GTPase Era
CDNALJOL_02065	gene	741	recO			
CDNALJOL_02065	CDS	741	recO			DNA repair protein RecO
CDNALJOL_02066	gene	654				
CDNALJOL_02066	CDS	654				hypothetical protein
CDNALJOL_02067	gene	999				
CDNALJOL_02067	CDS	999				hypothetical protein
CDNALJOL_02068	gene	996	rlmI			
CDNALJOL_02068	CDS	996	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
CDNALJOL_02069	gene	183				
CDNALJOL_02069	CDS	183				hypothetical protein
CDNALJOL_02070	gene	1830	typA			
CDNALJOL_02070	CDS	1830	typA		COG1217	GTP-binding protein TypA/BipA 
CDNALJOL_02071	gene	657				
CDNALJOL_02071	CDS	657				hypothetical protein
CDNALJOL_02072	gene	789	rbn			
CDNALJOL_02072	CDS	789	rbn	3.1.26.11		Ribonuclease BN
CDNALJOL_02073	gene	2448	metH			
CDNALJOL_02073	CDS	2448	metH	2.1.1.13	COG0646	Methionine synthase
CDNALJOL_02074	gene	714				
CDNALJOL_02074	CDS	714				hypothetical protein
CDNALJOL_02075	gene	1389	thiC			
CDNALJOL_02075	CDS	1389	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
CDNALJOL_02076	gene	468				
CDNALJOL_02076	CDS	468				hypothetical protein
CDNALJOL_02077	gene	2643				
CDNALJOL_02077	CDS	2643				hypothetical protein
CDNALJOL_02078	gene	1899	uvrC			
CDNALJOL_02078	CDS	1899	uvrC		COG0322	UvrABC system protein C
CDNALJOL_02079	gene	180				
CDNALJOL_02079	CDS	180				hypothetical protein
CDNALJOL_02080	gene	873	aroE			
CDNALJOL_02080	CDS	873	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
CDNALJOL_02081	gene	930	ftsY			
CDNALJOL_02081	CDS	930	ftsY		COG0552	Signal recognition particle receptor FtsY
CDNALJOL_02082	gene	510	ybeY			
CDNALJOL_02082	CDS	510	ybeY	3.1.-.-		Endoribonuclease YbeY
CDNALJOL_02083	gene	1584	rny_2			
CDNALJOL_02083	CDS	1584	rny_2	3.1.-.-		Ribonuclease Y
CDNALJOL_02084	gene	996				
CDNALJOL_02084	CDS	996			COG1702	PhoH-like protein
CDNALJOL_02085	gene	474				
CDNALJOL_02085	CDS	474				hypothetical protein
CDNALJOL_02086	gene	792	pppA			
CDNALJOL_02086	CDS	792	pppA		COG1989	Prepilin peptidase PppA
CDNALJOL_02087	gene	318				
CDNALJOL_02087	CDS	318				hypothetical protein
CDNALJOL_02088	gene	828				
CDNALJOL_02088	CDS	828		2.7.4.-	COG2326	Polyphosphate:AMP/ADP phosphotransferase
CDNALJOL_02089	gene	549	bdbD			
CDNALJOL_02089	CDS	549	bdbD		COG1651	Disulfide bond formation protein D
CDNALJOL_02090	gene	459				
CDNALJOL_02090	CDS	459				hypothetical protein
CDNALJOL_02091	gene	76				
CDNALJOL_02091	tRNA	76				tRNA-Thr(tgt)
CDNALJOL_02092	gene	981	cheV			
CDNALJOL_02092	CDS	981	cheV		COG0784	Chemotaxis protein CheV
CDNALJOL_02093	gene	603				
CDNALJOL_02093	CDS	603				hypothetical protein
CDNALJOL_02094	gene	459				
CDNALJOL_02094	CDS	459				hypothetical protein
CDNALJOL_02095	gene	1449	nusA			
CDNALJOL_02095	CDS	1449	nusA			Transcription termination/antitermination protein NusA
CDNALJOL_02096	gene	2625	infB			
CDNALJOL_02096	CDS	2625	infB			Translation initiation factor IF-2
CDNALJOL_02097	gene	300				
CDNALJOL_02097	CDS	300				hypothetical protein
CDNALJOL_02098	gene	396	rbfA			
CDNALJOL_02098	CDS	396	rbfA			Ribosome-binding factor A
CDNALJOL_02099	gene	978	truB			
CDNALJOL_02099	CDS	978	truB	5.4.99.25		tRNA pseudouridine synthase B
CDNALJOL_02100	gene	270	rpsO			
CDNALJOL_02100	CDS	270	rpsO			30S ribosomal protein S15
CDNALJOL_02101	gene	2142	pnp			
CDNALJOL_02101	CDS	2142	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
CDNALJOL_02102	gene	120				
CDNALJOL_02102	CDS	120				hypothetical protein
CDNALJOL_02103	gene	1236				
CDNALJOL_02103	CDS	1236		3.4.24.-	COG0612	putative zinc protease
CDNALJOL_02104	gene	768	pdxJ			
CDNALJOL_02104	CDS	768	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
CDNALJOL_02105	gene	402	acpS			
CDNALJOL_02105	CDS	402	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
CDNALJOL_02106	gene	1557	nnr			
CDNALJOL_02106	CDS	1557	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
CDNALJOL_02107	gene	792				
CDNALJOL_02107	CDS	792				hypothetical protein
CDNALJOL_02108	gene	258				
CDNALJOL_02108	CDS	258				hypothetical protein
CDNALJOL_02109	gene	2532	mutS			
CDNALJOL_02109	CDS	2532	mutS		COG0249	DNA mismatch repair protein MutS
CDNALJOL_02110	gene	1146				
CDNALJOL_02110	CDS	1146				hypothetical protein
CDNALJOL_02111	gene	1173				
CDNALJOL_02111	CDS	1173				hypothetical protein
CDNALJOL_02112	gene	798	fabI			
CDNALJOL_02112	CDS	798	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
CDNALJOL_02113	gene	930	petC_2			
CDNALJOL_02113	CDS	930	petC_2	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
CDNALJOL_02114	gene	1377	petB_2			
CDNALJOL_02114	CDS	1377	petB_2			Cytochrome b6
CDNALJOL_02115	gene	252				
CDNALJOL_02115	CDS	252				hypothetical protein
CDNALJOL_02116	gene	189				
CDNALJOL_02116	CDS	189				hypothetical protein
CDNALJOL_02117	gene	387	yabJ			
CDNALJOL_02117	CDS	387	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
CDNALJOL_02118	gene	2142	recG			
CDNALJOL_02118	CDS	2142	recG	3.6.4.12		ATP-dependent DNA helicase RecG
CDNALJOL_02119	gene	360				
CDNALJOL_02119	CDS	360				hypothetical protein
CDNALJOL_02120	gene	948	ppx2			
CDNALJOL_02120	CDS	948	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
CDNALJOL_02121	gene	1620	bepA_7			
CDNALJOL_02121	CDS	1620	bepA_7	3.4.-.-		Beta-barrel assembly-enhancing protease
CDNALJOL_02122	gene	1083	pcnB			
CDNALJOL_02122	CDS	1083	pcnB	2.7.7.19		Poly(A) polymerase I
CDNALJOL_02123	gene	501				
CDNALJOL_02123	CDS	501				hypothetical protein
CDNALJOL_02124	gene	3084	mdtC_2			
CDNALJOL_02124	CDS	3084	mdtC_2			Multidrug resistance protein MdtC
CDNALJOL_02125	gene	621				
CDNALJOL_02125	CDS	621				hypothetical protein
CDNALJOL_02126	gene	441	zur			
CDNALJOL_02126	CDS	441	zur		COG0735	Zinc uptake regulation protein
CDNALJOL_02127	gene	465				
CDNALJOL_02127	CDS	465				hypothetical protein
CDNALJOL_02128	gene	621				
CDNALJOL_02128	CDS	621				hypothetical protein
CDNALJOL_02129	gene	768				
CDNALJOL_02129	CDS	768				hypothetical protein
CDNALJOL_02130	gene	1776	rpsA			
CDNALJOL_02130	CDS	1776	rpsA		COG0539	30S ribosomal protein S1
CDNALJOL_02131	gene	1263	ihfB			
CDNALJOL_02131	CDS	1263	ihfB			Integration host factor subunit beta
CDNALJOL_02132	gene	1335	ffh			
CDNALJOL_02132	CDS	1335	ffh		COG0541	Signal recognition particle protein
CDNALJOL_02133	gene	246	rpsP			
CDNALJOL_02133	CDS	246	rpsP		COG0228	30S ribosomal protein S16
CDNALJOL_02134	gene	231				
CDNALJOL_02134	CDS	231				hypothetical protein
CDNALJOL_02135	gene	726	trmD			
CDNALJOL_02135	CDS	726	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
CDNALJOL_02136	gene	357				
CDNALJOL_02136	CDS	357				hypothetical protein
CDNALJOL_02137	gene	687	rnhB			
CDNALJOL_02137	CDS	687	rnhB	3.1.26.4	COG0164	Ribonuclease HII
CDNALJOL_02138	gene	906				
CDNALJOL_02138	CDS	906				hypothetical protein
CDNALJOL_02139	gene	1197				
CDNALJOL_02139	CDS	1197				hypothetical protein
CDNALJOL_02140	gene	1320				
CDNALJOL_02140	CDS	1320				hypothetical protein
CDNALJOL_02141	gene	264	groS1			
CDNALJOL_02141	CDS	264	groS1		COG0234	10 kDa chaperonin 1
CDNALJOL_02142	gene	1626	groL			
CDNALJOL_02142	CDS	1626	groL		COG0459	60 kDa chaperonin
CDNALJOL_02143	gene	333	trxA			
CDNALJOL_02143	CDS	333	trxA		COG0526	Thioredoxin
CDNALJOL_02144	gene	1695	recN			
CDNALJOL_02144	CDS	1695	recN		COG0497	DNA repair protein RecN
CDNALJOL_02145	gene	2748				
CDNALJOL_02145	CDS	2748				hypothetical protein
CDNALJOL_02146	gene	1470	speA			
CDNALJOL_02146	CDS	1470	speA	4.1.1.19	COG1982	Arginine decarboxylase
CDNALJOL_02147	gene	597	speE			
CDNALJOL_02147	CDS	597	speE	2.5.1.104	COG0421	Polyamine aminopropyltransferase
CDNALJOL_02148	gene	231				
CDNALJOL_02148	CDS	231				hypothetical protein
CDNALJOL_02149	gene	465	speH			
CDNALJOL_02149	CDS	465	speH	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
CDNALJOL_02150	gene	2223				
CDNALJOL_02150	CDS	2223				hypothetical protein
CDNALJOL_02151	gene	615				
CDNALJOL_02151	CDS	615				hypothetical protein
CDNALJOL_02152	gene	735				
CDNALJOL_02152	CDS	735				hypothetical protein
CDNALJOL_02153	gene	543	pgpA			
CDNALJOL_02153	CDS	543	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
CDNALJOL_02154	gene	1083	recA			
CDNALJOL_02154	CDS	1083	recA		COG0468	Protein RecA
CDNALJOL_02155	gene	2676	alaS			
CDNALJOL_02155	CDS	2676	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
CDNALJOL_02156	gene	285				
CDNALJOL_02156	CDS	285				hypothetical protein
CDNALJOL_02157	gene	1026	mltG			
CDNALJOL_02157	CDS	1026	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
CDNALJOL_02158	gene	2715	valS			
CDNALJOL_02158	CDS	2715	valS	6.1.1.9	COG0525	Valine--tRNA ligase
CDNALJOL_02159	gene	522	nadC_1			
CDNALJOL_02159	CDS	522	nadC_1	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
CDNALJOL_02160	gene	324	nadC_2			
CDNALJOL_02160	CDS	324	nadC_2	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
CDNALJOL_02161	gene	768	birA			
CDNALJOL_02161	CDS	768	birA	6.3.4.15		Bifunctional ligase/repressor BirA
CDNALJOL_02162	gene	780	coaX			
CDNALJOL_02162	CDS	780	coaX	2.7.1.33		Type III pantothenate kinase
CDNALJOL_02163	gene	183				
CDNALJOL_02163	CDS	183				hypothetical protein
CDNALJOL_02164	gene	4350				
CDNALJOL_02164	CDS	4350				hypothetical protein
CDNALJOL_02165	gene	1218				
CDNALJOL_02165	CDS	1218				IS256 family transposase ISPeth3
CDNALJOL_02166	gene	990	emrA_1			
CDNALJOL_02166	CDS	990	emrA_1			Colistin resistance protein EmrA
CDNALJOL_02167	gene	1374				
CDNALJOL_02167	CDS	1374				hypothetical protein
CDNALJOL_02168	gene	963	mdh			
CDNALJOL_02168	CDS	963	mdh	1.1.1.37	COG0039	Malate dehydrogenase
CDNALJOL_02169	gene	588				
CDNALJOL_02169	CDS	588				hypothetical protein
CDNALJOL_02170	gene	639	lptA			
CDNALJOL_02170	CDS	639	lptA			Lipopolysaccharide export system protein LptA
CDNALJOL_02171	gene	747	lptB			
CDNALJOL_02171	CDS	747	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
CDNALJOL_02172	gene	1461	rpoN			
CDNALJOL_02172	CDS	1461	rpoN		COG1508	RNA polymerase sigma-54 factor
CDNALJOL_02173	gene	156				
CDNALJOL_02173	CDS	156				hypothetical protein
CDNALJOL_02174	gene	378	hpf			
CDNALJOL_02174	CDS	378	hpf			Ribosome hibernation promotion factor
CDNALJOL_02175	gene	867				
CDNALJOL_02175	CDS	867				Nucleotide-binding protein
CDNALJOL_02176	gene	564				
CDNALJOL_02176	CDS	564				hypothetical protein
CDNALJOL_02177	gene	1206	aroC			
CDNALJOL_02177	CDS	1206	aroC	4.2.3.5	COG0082	Chorismate synthase
CDNALJOL_02178	gene	552	aroL			
CDNALJOL_02178	CDS	552	aroL	2.7.1.71		Shikimate kinase 2
CDNALJOL_02179	gene	357	aroB_1			
CDNALJOL_02179	CDS	357	aroB_1	4.2.3.4	COG0337	3-dehydroquinate synthase
CDNALJOL_02180	gene	753	aroB_2			
CDNALJOL_02180	CDS	753	aroB_2	4.2.3.4	COG0337	3-dehydroquinate synthase
CDNALJOL_02181	gene	1266				
CDNALJOL_02181	CDS	1266				hypothetical protein
CDNALJOL_02182	gene	372				
CDNALJOL_02182	CDS	372				hypothetical protein
CDNALJOL_02183	gene	783				
CDNALJOL_02183	CDS	783				hypothetical protein
CDNALJOL_02184	gene	405				
CDNALJOL_02184	CDS	405				hypothetical protein
CDNALJOL_02185	gene	450	queF			
CDNALJOL_02185	CDS	450	queF	1.7.1.13		NADPH-dependent 7-cyano-7-deazaguanine reductase
CDNALJOL_02186	gene	522				
CDNALJOL_02186	CDS	522				hypothetical protein
CDNALJOL_02187	gene	76				
CDNALJOL_02187	tRNA	76				tRNA-Val(tac)
CDNALJOL_02188	gene	77				
CDNALJOL_02188	tRNA	77				tRNA-Asp(gtc)
CDNALJOL_02189	gene	672	tolQ_3			
CDNALJOL_02189	CDS	672	tolQ_3		COG0811	Tol-Pal system protein TolQ
CDNALJOL_02190	gene	447	exbD			
CDNALJOL_02190	CDS	447	exbD		COG0848	Biopolymer transport protein ExbD
CDNALJOL_02191	gene	2169	tolB_2			
CDNALJOL_02191	CDS	2169	tolB_2			Tol-Pal system protein TolB
CDNALJOL_02192	gene	825	cpoB_4			
CDNALJOL_02192	CDS	825	cpoB_4			Cell division coordinator CpoB
CDNALJOL_02193	gene	990	mutL_1			
CDNALJOL_02193	CDS	990	mutL_1			DNA mismatch repair protein MutL
CDNALJOL_02194	gene	864	mutL_2			
CDNALJOL_02194	CDS	864	mutL_2			DNA mismatch repair protein MutL
CDNALJOL_02195	gene	885	miaA			
CDNALJOL_02195	CDS	885	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
CDNALJOL_02196	gene	903	MTAP			
CDNALJOL_02196	CDS	903	MTAP	2.4.2.1		S-methyl-5'-thioadenosine phosphorylase
CDNALJOL_02197	gene	942	RBKS			
CDNALJOL_02197	CDS	942	RBKS	2.7.1.15		Ribokinase
CDNALJOL_02198	gene	765	cpoB_5			
CDNALJOL_02198	CDS	765	cpoB_5			Cell division coordinator CpoB
CDNALJOL_02199	gene	1008				
CDNALJOL_02199	CDS	1008				hypothetical protein
CDNALJOL_02200	gene	1008				
CDNALJOL_02200	CDS	1008				hypothetical protein
CDNALJOL_02201	gene	75				
CDNALJOL_02201	tRNA	75				tRNA-Thr(cgt)
CDNALJOL_02202	gene	1239				
CDNALJOL_02202	CDS	1239				hypothetical protein
CDNALJOL_02203	gene	936				
CDNALJOL_02203	CDS	936				hypothetical protein
CDNALJOL_02204	gene	420				
CDNALJOL_02204	CDS	420				hypothetical protein
CDNALJOL_02205	gene	384				
CDNALJOL_02205	CDS	384				hypothetical protein
CDNALJOL_02206	gene	729				
CDNALJOL_02206	CDS	729				hypothetical protein
CDNALJOL_02207	gene	618				
CDNALJOL_02207	CDS	618				hypothetical protein
CDNALJOL_02208	gene	2931	recD2_1			
CDNALJOL_02208	CDS	2931	recD2_1	3.6.4.12		ATP-dependent RecD-like DNA helicase
CDNALJOL_02209	gene	372				
CDNALJOL_02209	CDS	372				hypothetical protein
CDNALJOL_02210	gene	390				
CDNALJOL_02210	CDS	390				hypothetical protein
CDNALJOL_02211	gene	177				
CDNALJOL_02211	CDS	177				hypothetical protein
CDNALJOL_02212	gene	399				
CDNALJOL_02212	CDS	399				hypothetical protein
CDNALJOL_02213	gene	2244	cusA_1			
CDNALJOL_02213	CDS	2244	cusA_1		COG3696	Cation efflux system protein CusA
CDNALJOL_02214	gene	966	cusA_2			
CDNALJOL_02214	CDS	966	cusA_2		COG3696	Cation efflux system protein CusA
CDNALJOL_02215	gene	1260	cusB_3			
CDNALJOL_02215	CDS	1260	cusB_3			Cation efflux system protein CusB
CDNALJOL_02216	gene	1443				
CDNALJOL_02216	CDS	1443				hypothetical protein
CDNALJOL_02217	gene	429				
CDNALJOL_02217	CDS	429				hypothetical protein
CDNALJOL_02218	gene	204				
CDNALJOL_02218	CDS	204				hypothetical protein
CDNALJOL_02219	gene	312				
CDNALJOL_02219	CDS	312				hypothetical protein
CDNALJOL_02220	gene	1068	xerC_5			
CDNALJOL_02220	CDS	1068	xerC_5			Tyrosine recombinase XerC
CDNALJOL_02221	gene	969				
CDNALJOL_02221	CDS	969				hypothetical protein
CDNALJOL_02222	gene	999				
CDNALJOL_02222	CDS	999				hypothetical protein
CDNALJOL_02223	gene	2442	clpC			
CDNALJOL_02223	CDS	2442	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
CDNALJOL_02224	gene	588	tsaD			
CDNALJOL_02224	CDS	588	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
CDNALJOL_02225	gene	453	OSGEPL1			
CDNALJOL_02225	CDS	453	OSGEPL1	2.3.1.234		tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial
CDNALJOL_02226	gene	1788	argS			
CDNALJOL_02226	CDS	1788	argS	6.1.1.19		Arginine--tRNA ligase
CDNALJOL_02227	gene	1137	tgt			
CDNALJOL_02227	CDS	1137	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
CDNALJOL_02228	gene	291				
CDNALJOL_02228	CDS	291				hypothetical protein
CDNALJOL_02229	gene	1575	secD			
CDNALJOL_02229	CDS	1575	secD		COG0342	Protein translocase subunit SecD
CDNALJOL_02230	gene	966	secF			
CDNALJOL_02230	CDS	966	secF		COG0341	Protein translocase subunit SecF
CDNALJOL_02231	gene	1650	recJ			
CDNALJOL_02231	CDS	1650	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
CDNALJOL_02232	gene	2289	relA			
CDNALJOL_02232	CDS	2289	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
CDNALJOL_02233	gene	909	fdhE			
CDNALJOL_02233	CDS	909	fdhE			Protein FdhE
CDNALJOL_02234	gene	252				
CDNALJOL_02234	CDS	252				hypothetical protein
CDNALJOL_02235	gene	696	betI			
CDNALJOL_02235	CDS	696	betI			HTH-type transcriptional regulator BetI
CDNALJOL_02236	gene	603	pcrC			
CDNALJOL_02236	CDS	603	pcrC			Perchlorate reductase subunit gamma
CDNALJOL_02237	gene	954	emrA_2			
CDNALJOL_02237	CDS	954	emrA_2			Colistin resistance protein EmrA
CDNALJOL_02238	gene	1584	farB_1			
CDNALJOL_02238	CDS	1584	farB_1			Fatty acid resistance protein FarB
CDNALJOL_02239	gene	1395	tolC_2			
CDNALJOL_02239	CDS	1395	tolC_2		COG1538	Outer membrane protein TolC
CDNALJOL_02240	gene	918	emrK			
CDNALJOL_02240	CDS	918	emrK		COG1566	putative multidrug resistance protein EmrK
CDNALJOL_02241	gene	1623	farB_2			
CDNALJOL_02241	CDS	1623	farB_2			Fatty acid resistance protein FarB
CDNALJOL_02242	gene	1059	hrcA			
CDNALJOL_02242	CDS	1059	hrcA		COG1420	Heat-inducible transcription repressor HrcA
CDNALJOL_02243	gene	570	grpE			
CDNALJOL_02243	CDS	570	grpE			Protein GrpE
CDNALJOL_02244	gene	1923	dnaK			
CDNALJOL_02244	CDS	1923	dnaK			Chaperone protein DnaK
CDNALJOL_02245	gene	1341	dnaJ_2			
CDNALJOL_02245	CDS	1341	dnaJ_2			Chaperone protein DnaJ
CDNALJOL_02246	gene	543				
CDNALJOL_02246	CDS	543				hypothetical protein
CDNALJOL_02247	gene	447				
CDNALJOL_02247	CDS	447				hypothetical protein
CDNALJOL_02248	gene	606	tpm			
CDNALJOL_02248	CDS	606	tpm	2.1.1.67		Thiopurine S-methyltransferase
CDNALJOL_02249	gene	540	cobP			
CDNALJOL_02249	CDS	540	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
CDNALJOL_02250	gene	1092	cobT			
CDNALJOL_02250	CDS	1092	cobT	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
CDNALJOL_02251	gene	783	cobS			
CDNALJOL_02251	CDS	783	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
CDNALJOL_02252	gene	411				
CDNALJOL_02252	CDS	411				hypothetical protein
CDNALJOL_02253	gene	255				
CDNALJOL_02253	CDS	255				hypothetical protein
CDNALJOL_02254	gene	387				
CDNALJOL_02254	CDS	387				hypothetical protein
CDNALJOL_02255	gene	447				
CDNALJOL_02255	CDS	447				hypothetical protein
CDNALJOL_02256	gene	327				
CDNALJOL_02256	CDS	327				hypothetical protein
CDNALJOL_02257	gene	1017	iolS_2			
CDNALJOL_02257	CDS	1017	iolS_2	1.1.1.-	COG0667	Aldo-keto reductase IolS
CDNALJOL_02258	gene	804	gpmA_2			
CDNALJOL_02258	CDS	804	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
CDNALJOL_02259	gene	1416	cbiA			
CDNALJOL_02259	CDS	1416	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
CDNALJOL_02260	gene	1005				
CDNALJOL_02260	CDS	1005				hypothetical protein
CDNALJOL_02261	gene	1011	icd_1			
CDNALJOL_02261	CDS	1011	icd_1	1.1.1.42	COG0473	Isocitrate dehydrogenase [NADP]
CDNALJOL_02262	gene	351	icd_2			
CDNALJOL_02262	CDS	351	icd_2	1.1.1.42	COG0473	Isocitrate dehydrogenase [NADP]
CDNALJOL_02263	gene	195				
CDNALJOL_02263	CDS	195				hypothetical protein
CDNALJOL_02264	gene	2400				
CDNALJOL_02264	CDS	2400				hypothetical protein
CDNALJOL_02265	gene	606				
CDNALJOL_02265	CDS	606				hypothetical protein
CDNALJOL_02266	gene	273				
CDNALJOL_02266	CDS	273				hypothetical protein
CDNALJOL_02267	gene	1452				
CDNALJOL_02267	CDS	1452				hypothetical protein
CDNALJOL_02268	gene	573				
CDNALJOL_02268	CDS	573				hypothetical protein
CDNALJOL_02269	gene	1077				
CDNALJOL_02269	CDS	1077				hypothetical protein
CDNALJOL_02270	gene	675				
CDNALJOL_02270	CDS	675				hypothetical protein
CDNALJOL_02271	gene	1749				
CDNALJOL_02271	CDS	1749				hypothetical protein
CDNALJOL_02272	gene	1026				
CDNALJOL_02272	CDS	1026				hypothetical protein
CDNALJOL_02273	gene	2514	virB4			
CDNALJOL_02273	CDS	2514	virB4		COG3451	Type IV secretion system protein virB4
CDNALJOL_02274	gene	336				
CDNALJOL_02274	CDS	336				hypothetical protein
CDNALJOL_02275	gene	330				
CDNALJOL_02275	CDS	330				hypothetical protein
CDNALJOL_02276	gene	999	ptlH			
CDNALJOL_02276	CDS	999	ptlH		COG0630	Type IV secretion system protein PtlH
CDNALJOL_02277	gene	375				
CDNALJOL_02277	CDS	375				hypothetical protein
CDNALJOL_02278	gene	1449				
CDNALJOL_02278	CDS	1449				hypothetical protein
CDNALJOL_02279	gene	528				
CDNALJOL_02279	CDS	528				hypothetical protein
CDNALJOL_02280	gene	1236				
CDNALJOL_02280	CDS	1236				hypothetical protein
CDNALJOL_02281	gene	1719				
CDNALJOL_02281	CDS	1719				hypothetical protein
CDNALJOL_02282	gene	1908				
CDNALJOL_02282	CDS	1908				hypothetical protein
CDNALJOL_02283	gene	1086				
CDNALJOL_02283	CDS	1086				hypothetical protein
CDNALJOL_02284	gene	195				
CDNALJOL_02284	CDS	195				hypothetical protein
CDNALJOL_02285	gene	225				
CDNALJOL_02285	CDS	225				hypothetical protein
CDNALJOL_02286	gene	930				
CDNALJOL_02286	CDS	930				hypothetical protein
CDNALJOL_02287	gene	705	exoX			
CDNALJOL_02287	CDS	705	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
CDNALJOL_02288	gene	855				
CDNALJOL_02288	CDS	855				hypothetical protein
CDNALJOL_02289	gene	225				
CDNALJOL_02289	CDS	225				hypothetical protein
CDNALJOL_02290	gene	1230				
CDNALJOL_02290	CDS	1230				hypothetical protein
CDNALJOL_02291	gene	441				
CDNALJOL_02291	CDS	441				hypothetical protein
CDNALJOL_02292	gene	525				
CDNALJOL_02292	CDS	525				hypothetical protein
CDNALJOL_02293	gene	531				
CDNALJOL_02293	CDS	531				hypothetical protein
